"YEAR","SAMPLE","PERNUM","SEX","AGE","RACE","RACED","EDUC","EDUCD","INCTOT","US2018A_SEX","US2018A_PINCP"
2018,201801,1,2,63,1,100,8,81,150000,"2","0150000"
2018,201801,2,1,65,1,100,11,115,180000,"1","0180000"
2018,201801,1,2,58,2,200,6,63,20000,"2","0020000"
2018,201801,1,1,38,7,700,7,71,32000,"1","0032000"
2018,201801,2,2,39,7,700,2,23,16000,"2","0016000"
2018,201801,3,2,21,7,700,7,71,32300,"2","0032300"
2018,201801,4,1,17,7,700,4,40,4800,"1","0004800"
2018,201801,5,1,15,7,700,3,30,0,"1","0000000"
2018,201801,1,1,36,7,700,10,101,75000,"1","0075000"
2018,201801,2,2,28,1,100,11,114,58000,"2","0058000"
2018,201801,1,1,64,1,100,8,81,35000,"1","0035000"
2018,201801,2,1,43,1,100,10,101,40000,"1","0040000"
2018,201801,1,1,46,1,100,10,101,60000,"1","0060000"
2018,201801,2,2,45,1,100,11,116,225000,"2","0225000"
2018,201801,3,2,13,1,100,2,25,9999999,"2","BBBBBBB"
2018,201801,4,2,11,1,100,1,17,9999999,"2","BBBBBBB"
2018,201801,1,2,65,3,362,7,71,10800,"2","0010800"
2018,201801,2,2,41,3,362,6,63,20200,"2","0020200"
2018,201801,3,1,35,3,362,6,63,0,"1","0000000"
2018,201801,4,1,32,3,362,6,63,10800,"1","0010800"
2018,201801,1,1,40,7,700,8,81,100000,"1","0100000"
2018,201801,2,2,7,7,700,1,12,9999999,"2","BBBBBBB"
2018,201801,3,1,5,7,700,1,11,9999999,"1","BBBBBBB"
2018,201801,4,1,3,7,700,0,2,9999999,"1","BBBBBBB"
2018,201801,5,1,25,7,700,6,63,0,"1","0000000"
2018,201801,1,2,81,1,100,0,2,26300,"2","0026300"
2018,201801,2,2,45,1,100,6,63,10000,"2","0010000"
2018,201801,3,2,30,1,100,7,71,15000,"2","0015000"
2018,201801,4,1,10,1,100,1,16,9999999,"1","BBBBBBB"
2018,201801,5,1,46,1,100,7,71,0,"1","0000000"
2018,201801,1,1,46,1,100,2,23,25000,"1","0025000"
2018,201801,2,2,42,1,100,6,63,2800,"2","0002800"
2018,201801,3,2,20,1,100,7,71,5500,"2","0005500"
2018,201801,4,1,14,1,100,3,30,9999999,"1","BBBBBBB"
2018,201801,1,1,58,1,100,5,50,40000,"1","0040000"
2018,201801,1,1,26,1,100,10,101,73000,"1","0073000"
2018,201801,1,2,51,1,100,8,81,26900,"2","0026900"
2018,201801,2,2,18,1,100,6,63,0,"2","0000000"
2018,201801,3,2,14,1,100,2,26,9999999,"2","BBBBBBB"
2018,201801,1,1,29,1,100,6,63,60000,"1","0060000"
2018,201801,2,1,2,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,3,2,36,1,100,5,50,20,"2","0000020"
2018,201801,4,1,6,1,100,1,12,9999999,"1","BBBBBBB"
2018,201801,1,1,65,1,100,0,2,10800,"1","0010800"
2018,201801,2,1,34,1,100,6,64,25000,"1","0025000"
2018,201801,3,1,38,1,100,6,63,25000,"1","0025000"
2018,201801,4,2,55,1,100,0,2,16000,"2","0016000"
2018,201801,1,2,54,7,700,6,65,12000,"2","0012000"
2018,201801,2,1,64,7,700,6,63,36000,"1","0036000"
2018,201801,3,1,29,7,700,8,81,25000,"1","0025000"
2018,201801,4,1,18,7,700,6,63,4000,"1","0004000"
2018,201801,1,1,70,1,100,7,71,42500,"1","0042500"
2018,201801,1,2,57,1,100,11,114,118000,"2","0118000"
2018,201801,1,2,44,1,100,8,81,70400,"2","0070400"
2018,201801,2,1,44,1,100,8,81,114000,"1","0114000"
2018,201801,3,1,20,1,100,6,65,6000,"1","0006000"
2018,201801,4,1,12,1,100,2,23,9999999,"1","BBBBBBB"
2018,201801,5,1,11,1,100,2,22,9999999,"1","BBBBBBB"
2018,201801,1,1,79,1,100,11,114,204300,"1","0204300"
2018,201801,2,2,82,1,100,8,81,12000,"2","0012000"
2018,201801,1,1,32,2,200,8,81,15000,"1","0015000"
2018,201801,2,2,29,2,200,6,65,42300,"2","0042300"
2018,201801,3,2,8,2,200,1,14,9999999,"2","BBBBBBB"
2018,201801,4,2,6,2,200,1,11,9999999,"2","BBBBBBB"
2018,201801,1,1,76,1,100,11,114,124900,"1","0124900"
2018,201801,2,2,67,1,100,8,81,51000,"2","0051000"
2018,201801,3,1,32,1,100,8,81,71000,"1","0071000"
2018,201801,1,2,67,1,100,7,71,14000,"2","0014000"
2018,201801,2,1,78,1,100,10,101,71200,"1","0071200"
2018,201801,1,2,42,6,600,10,101,165300,"2","0165300"
2018,201801,2,1,41,6,600,11,114,150000,"1","0150000"
2018,201801,3,2,9,6,600,1,17,9999999,"2","BBBBBBB"
2018,201801,4,1,7,6,600,1,15,9999999,"1","BBBBBBB"
2018,201801,1,1,64,1,100,2,23,22700,"1","0022700"
2018,201801,2,2,67,1,100,2,23,7500,"2","0007500"
2018,201801,3,1,40,1,100,4,40,0,"1","0000000"
2018,201801,4,1,30,1,100,2,26,27600,"1","0027600"
2018,201801,1,1,28,1,100,6,63,14000,"1","0014000"
2018,201801,1,2,65,1,100,11,114,64000,"2","0064000"
2018,201801,2,1,79,1,100,4,40,29200,"1","0029200"
2018,201801,1,2,40,1,100,7,71,34000,"2","0034000"
2018,201801,2,1,38,8,823,7,71,50000,"1","0050000"
2018,201801,3,2,19,3,315,6,63,800,"2","0000800"
2018,201801,4,2,13,3,315,2,25,9999999,"2","BBBBBBB"
2018,201801,1,1,73,1,100,10,101,156500,"1","0156500"
2018,201801,2,2,70,1,100,7,71,19300,"2","0019300"
2018,201801,3,1,61,1,100,6,65,20000,"1","0020000"
2018,201801,4,2,55,1,100,7,71,34300,"2","0034300"
2018,201801,1,2,31,6,679,10,101,70000,"2","0070000"
2018,201801,2,1,31,6,620,6,63,135000,"1","0135000"
2018,201801,3,1,13,6,679,2,25,9999999,"1","BBBBBBB"
2018,201801,4,1,4,6,679,1,11,9999999,"1","BBBBBBB"
2018,201801,1,2,64,1,100,5,50,26000,"2","0026000"
2018,201801,2,1,67,1,100,6,64,2400,"1","0002400"
2018,201801,3,1,49,1,100,6,63,0,"1","0000000"
2018,201801,1,1,67,6,640,8,81,5000,"1","0005000"
2018,201801,2,2,44,6,640,6,63,20000,"2","0020000"
2018,201801,3,2,18,6,640,6,63,5200,"2","0005200"
2018,201801,4,2,13,6,640,2,26,9999999,"2","BBBBBBB"
2018,201801,1,1,40,6,610,11,114,120300,"1","0120300"
2018,201801,2,2,35,6,610,11,114,100200,"2","0100200"
2018,201801,1,2,25,8,811,6,64,2000,"2","0002000"
2018,201801,1,2,68,6,600,11,114,21800,"2","0021800"
2018,201801,1,1,53,4,400,7,71,51000,"1","0051000"
2018,201801,2,2,53,4,400,6,63,31200,"2","0031200"
2018,201801,3,1,24,4,400,8,81,0,"1","0000000"
2018,201801,4,1,19,4,400,6,65,0,"1","0000000"
2018,201801,1,1,57,4,400,11,116,150000,"1","0150000"
2018,201801,2,1,21,4,400,6,63,15000,"1","0015000"
2018,201801,3,1,17,4,400,6,63,3500,"1","0003500"
2018,201801,4,2,48,4,400,10,101,55000,"2","0055000"
2018,201801,1,2,23,1,100,11,114,45020,"2","0045020"
2018,201801,2,1,25,2,200,7,71,10000,"1","0010000"
2018,201801,1,2,51,1,100,6,61,72000,"2","0072000"
2018,201801,2,1,46,1,100,7,71,0,"1","0000000"
2018,201801,1,2,66,6,620,10,101,10800,"2","0010800"
2018,201801,2,1,30,6,620,10,101,14600,"1","0014600"
2018,201801,1,2,32,4,400,10,101,55000,"2","0055000"
2018,201801,1,2,86,1,100,6,63,94000,"2","0094000"
2018,201801,2,2,63,1,100,6,64,8100,"2","0008100"
2018,201801,3,1,52,1,100,6,65,7500,"1","0007500"
2018,201801,1,1,32,1,100,10,101,45000,"1","0045000"
2018,201801,1,2,78,1,100,2,23,13400,"2","0013400"
2018,201801,2,1,37,1,100,6,65,23000,"1","0023000"
2018,201801,3,1,16,1,100,3,30,0,"1","0000000"
2018,201801,1,1,65,1,100,7,71,13000,"1","0013000"
2018,201801,1,2,53,7,700,6,61,-002300,"2","-002300"
2018,201801,2,1,60,7,700,0,2,73050,"1","0073050"
2018,201801,3,2,26,1,100,7,71,4500,"2","0004500"
2018,201801,4,2,79,7,700,6,63,21600,"2","0021600"
2018,201801,1,1,41,2,200,7,71,59600,"1","0059600"
2018,201801,1,2,46,1,100,10,101,80000,"2","0080000"
2018,201801,2,2,8,1,100,1,14,9999999,"2","BBBBBBB"
2018,201801,3,2,6,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,1,1,73,1,100,7,71,22300,"1","0022300"
2018,201801,1,1,44,1,100,10,101,132000,"1","0132000"
2018,201801,2,2,41,6,600,10,101,4000,"2","0004000"
2018,201801,3,1,60,1,100,6,63,78000,"1","0078000"
2018,201801,1,1,46,1,100,10,101,53000,"1","0053000"
2018,201801,2,2,44,1,100,6,65,0,"2","0000000"
2018,201801,3,1,16,1,100,5,50,200,"1","0000200"
2018,201801,4,1,11,1,100,2,23,9999999,"1","BBBBBBB"
2018,201801,5,1,2,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,2,81,1,100,10,101,40000,"2","0040000"
2018,201801,1,2,62,8,883,6,61,0,"2","0000000"
2018,201801,2,1,57,1,100,7,71,104000,"1","0104000"
2018,201801,3,1,20,9,925,6,63,18000,"1","0018000"
2018,201801,1,1,50,7,700,10,101,40000,"1","0040000"
2018,201801,2,2,53,7,700,6,63,41000,"2","0041000"
2018,201801,1,2,56,3,362,6,63,36000,"2","0036000"
2018,201801,2,1,52,1,100,6,64,6000,"1","0006000"
2018,201801,1,2,59,1,100,7,71,15000,"2","0015000"
2018,201801,1,1,39,1,100,10,101,155000,"1","0155000"
2018,201801,1,1,55,6,610,10,101,228000,"1","0228000"
2018,201801,2,2,49,6,610,11,114,1500,"2","0001500"
2018,201801,3,2,14,6,610,2,25,9999999,"2","BBBBBBB"
2018,201801,4,2,7,6,610,1,12,9999999,"2","BBBBBBB"
2018,201801,1,2,62,1,100,11,114,69000,"2","0069000"
2018,201801,2,1,68,1,100,10,101,54000,"1","0054000"
2018,201801,1,1,84,1,100,10,101,77100,"1","0077100"
2018,201801,2,2,80,1,100,8,81,0,"2","0000000"
2018,201801,1,2,58,1,100,10,101,140000,"2","0140000"
2018,201801,1,1,64,1,100,7,71,100000,"1","0100000"
2018,201801,2,2,65,1,100,8,81,7000,"2","0007000"
2018,201801,1,2,80,1,100,7,71,92160,"2","0092160"
2018,201801,1,2,54,2,200,6,65,40000,"2","0040000"
2018,201801,2,2,23,2,200,6,65,14900,"2","0014900"
2018,201801,1,1,68,1,100,6,63,26100,"1","0026100"
2018,201801,2,2,62,1,100,6,63,0,"2","0000000"
2018,201801,3,1,36,1,100,6,61,0,"1","0000000"
2018,201801,1,2,53,9,976,6,65,11500,"2","0011500"
2018,201801,2,1,19,9,963,6,63,1700,"1","0001700"
2018,201801,1,2,75,1,100,7,71,27600,"2","0027600"
2018,201801,2,1,77,1,100,10,101,10000,"1","0010000"
2018,201801,3,1,48,1,100,6,63,110000,"1","0110000"
2018,201801,1,2,70,4,400,10,101,48500,"2","0048500"
2018,201801,1,1,54,3,315,6,64,40000,"1","0040000"
2018,201801,2,2,52,3,315,6,63,36000,"2","0036000"
2018,201801,3,1,29,3,315,6,65,32100,"1","0032100"
2018,201801,4,1,27,3,315,6,63,15000,"1","0015000"
2018,201801,5,1,11,3,315,2,23,9999999,"1","BBBBBBB"
2018,201801,1,1,50,6,610,6,63,48500,"1","0048500"
2018,201801,2,2,45,6,610,6,63,50900,"2","0050900"
2018,201801,3,1,21,6,610,6,63,12000,"1","0012000"
2018,201801,4,2,18,6,610,6,63,1200,"2","0001200"
2018,201801,1,2,30,6,600,10,101,85000,"2","0085000"
2018,201801,2,1,29,8,812,10,101,10000,"1","0010000"
2018,201801,1,2,37,1,100,10,101,208000,"2","0208000"
2018,201801,2,1,39,1,100,10,101,353000,"1","0353000"
2018,201801,3,1,2,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,1,77,1,100,10,101,24000,"1","0024000"
2018,201801,2,2,76,1,100,6,63,12000,"2","0012000"
2018,201801,1,2,59,1,100,6,64,55000,"2","0055000"
2018,201801,1,2,28,1,100,10,101,28000,"2","0028000"
2018,201801,2,2,25,1,100,11,114,36000,"2","0036000"
2018,201801,1,1,66,1,100,11,115,188400,"1","0188400"
2018,201801,2,2,66,1,100,11,114,0,"2","0000000"
2018,201801,1,1,29,1,100,6,61,30000,"1","0030000"
2018,201801,2,2,31,1,100,7,71,0,"2","0000000"
2018,201801,3,2,7,1,100,1,14,9999999,"2","BBBBBBB"
2018,201801,1,2,60,1,100,10,101,100000,"2","0100000"
2018,201801,2,1,62,1,100,10,101,572000,"1","0572000"
2018,201801,3,2,30,1,100,11,115,100000,"2","0100000"
2018,201801,4,1,28,1,100,10,101,50000,"1","0050000"
2018,201801,1,2,26,1,100,6,63,38000,"2","0038000"
2018,201801,2,1,24,1,100,6,63,38000,"1","0038000"
2018,201801,1,2,86,1,100,7,71,28000,"2","0028000"
2018,201801,1,1,67,1,100,10,101,36300,"1","0036300"
2018,201801,2,2,54,1,100,11,114,90000,"2","0090000"
2018,201801,1,2,62,8,826,8,81,5800,"2","0005800"
2018,201801,1,1,24,8,802,10,101,43000,"1","0043000"
2018,201801,2,1,25,1,100,10,101,200000,"1","0200000"
2018,201801,1,2,31,6,600,10,101,30000,"2","0030000"
2018,201801,1,2,72,8,845,7,71,14600,"2","0014600"
2018,201801,1,2,60,1,100,8,81,225000,"2","0225000"
2018,201801,2,1,19,6,640,6,63,300,"1","0000300"
2018,201801,3,2,16,4,400,3,30,0,"2","0000000"
2018,201801,1,1,42,6,620,11,115,215000,"1","0215000"
2018,201801,2,2,43,6,620,11,115,565000,"2","0565000"
2018,201801,3,2,6,6,620,1,12,9999999,"2","BBBBBBB"
2018,201801,4,2,3,6,620,1,11,9999999,"2","BBBBBBB"
2018,201801,1,2,38,1,100,6,65,42000,"2","0042000"
2018,201801,2,1,41,1,100,6,65,32000,"1","0032000"
2018,201801,3,1,21,1,100,6,65,20800,"1","0020800"
2018,201801,4,1,16,1,100,3,30,0,"1","0000000"
2018,201801,1,1,75,1,100,11,115,325000,"1","0325000"
2018,201801,2,2,73,1,100,11,115,22000,"2","0022000"
2018,201801,1,2,94,1,100,10,101,39260,"2","0039260"
2018,201801,1,1,48,1,100,10,101,24200,"1","0024200"
2018,201801,2,2,48,1,100,7,71,32400,"2","0032400"
2018,201801,1,1,30,1,100,10,101,200000,"1","0200000"
2018,201801,2,2,30,8,813,10,101,0,"2","0000000"
2018,201801,3,2,2,8,813,0,1,9999999,"2","BBBBBBB"
2018,201801,4,1,0,8,813,0,1,9999999,"1","BBBBBBB"
2018,201801,1,1,28,1,100,6,63,23400,"1","0023400"
2018,201801,1,2,30,6,685,7,71,25000,"2","0025000"
2018,201801,2,1,40,6,685,6,65,50200,"1","0050200"
2018,201801,1,2,23,6,600,10,101,23200,"2","0023200"
2018,201801,2,1,23,6,600,10,101,11000,"1","0011000"
2018,201801,3,2,23,6,600,10,101,15000,"2","0015000"
2018,201801,4,1,22,6,600,10,101,40000,"1","0040000"
2018,201801,1,2,53,1,100,10,101,50000,"2","0050000"
2018,201801,1,1,50,7,700,0,2,587200,"1","0587200"
2018,201801,1,1,27,1,100,10,101,35000,"1","0035000"
2018,201801,1,2,56,1,100,7,71,102000,"2","0102000"
2018,201801,1,2,42,1,100,8,81,55000,"2","0055000"
2018,201801,2,1,48,1,100,6,63,90000,"1","0090000"
2018,201801,3,1,4,1,100,1,11,9999999,"1","BBBBBBB"
2018,201801,1,2,66,1,100,0,2,7700,"2","0007700"
2018,201801,1,1,84,5,500,10,101,43300,"1","0043300"
2018,201801,2,2,79,5,500,8,81,367400,"2","0367400"
2018,201801,1,2,86,1,100,6,63,0,"2","0000000"
2018,201801,1,2,47,2,200,11,114,35000,"2","0035000"
2018,201801,1,1,57,6,640,11,115,50000,"1","0050000"
2018,201801,2,2,47,6,640,7,71,0,"2","0000000"
2018,201801,3,2,19,6,640,7,71,0,"2","0000000"
2018,201801,4,2,17,6,640,5,50,0,"2","0000000"
2018,201801,5,1,13,6,640,2,25,9999999,"1","BBBBBBB"
2018,201801,1,2,45,1,100,11,114,90000,"2","0090000"
2018,201801,1,2,59,7,700,1,16,28800,"2","0028800"
2018,201801,2,1,24,7,700,6,63,30000,"1","0030000"
2018,201801,3,2,14,7,700,2,26,9999999,"2","BBBBBBB"
2018,201801,1,2,57,1,100,6,65,0,"2","0000000"
2018,201801,2,1,40,1,100,6,63,22000,"1","0022000"
2018,201801,3,2,6,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,4,2,5,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,1,2,43,1,100,11,114,52000,"2","0052000"
2018,201801,2,1,45,1,100,6,65,120000,"1","0120000"
2018,201801,1,2,46,1,100,7,71,38900,"2","0038900"
2018,201801,2,1,48,1,100,10,101,96000,"1","0096000"
2018,201801,3,2,24,1,100,6,65,30200,"2","0030200"
2018,201801,4,2,21,1,100,7,71,16600,"2","0016600"
2018,201801,5,2,17,1,100,5,50,8100,"2","0008100"
2018,201801,6,1,13,1,100,2,25,9999999,"1","BBBBBBB"
2018,201801,1,2,55,1,100,11,114,180000,"2","0180000"
2018,201801,2,2,9,8,811,1,16,9999999,"2","BBBBBBB"
2018,201801,3,2,26,8,811,8,81,0,"2","0000000"
2018,201801,4,2,31,1,100,8,81,21400,"2","0021400"
2018,201801,1,1,48,1,100,10,101,90000,"1","0090000"
2018,201801,2,2,39,1,100,11,114,83000,"2","0083000"
2018,201801,3,2,3,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,1,1,26,1,100,10,101,36000,"1","0036000"
2018,201801,2,2,25,1,100,10,101,2000,"2","0002000"
2018,201801,1,1,81,2,200,6,63,16800,"1","0016800"
2018,201801,2,2,68,2,200,7,71,8400,"2","0008400"
2018,201801,3,2,18,2,200,7,71,21800,"2","0021800"
2018,201801,4,1,18,7,700,5,50,0,"1","0000000"
2018,201801,5,2,16,2,200,4,40,0,"2","0000000"
2018,201801,6,1,15,2,200,3,30,0,"1","0000000"
2018,201801,1,2,43,1,100,7,71,32000,"2","0032000"
2018,201801,1,2,63,1,100,7,71,51000,"2","0051000"
2018,201801,1,2,67,7,700,2,23,5500,"2","0005500"
2018,201801,2,2,32,7,700,6,63,23000,"2","0023000"
2018,201801,1,2,58,1,100,7,71,114000,"2","0114000"
2018,201801,2,1,55,1,100,7,71,8000,"1","0008000"
2018,201801,1,2,63,8,830,6,63,45000,"2","0045000"
2018,201801,1,1,32,1,100,10,101,20000,"1","0020000"
2018,201801,1,1,70,1,100,7,71,64600,"1","0064600"
2018,201801,2,2,70,1,100,8,81,1700,"2","0001700"
2018,201801,3,1,38,1,100,6,63,6500,"1","0006500"
2018,201801,4,2,32,1,100,8,81,11100,"2","0011100"
2018,201801,5,2,15,1,100,3,30,0,"2","0000000"
2018,201801,1,2,82,1,100,7,71,35000,"2","0035000"
2018,201801,2,1,78,1,100,11,115,398000,"1","0398000"
2018,201801,1,2,44,1,100,10,101,25000,"2","0025000"
2018,201801,1,2,44,6,640,7,71,30000,"2","0030000"
2018,201801,2,1,52,6,640,7,71,43000,"1","0043000"
2018,201801,3,2,21,6,640,7,71,2000,"2","0002000"
2018,201801,4,2,19,6,640,7,71,3600,"2","0003600"
2018,201801,5,2,18,6,640,6,65,3600,"2","0003600"
2018,201801,1,1,69,6,600,10,101,85000,"1","0085000"
2018,201801,2,2,67,6,600,7,71,20000,"2","0020000"
2018,201801,1,1,60,6,675,10,101,42000,"1","0042000"
2018,201801,2,2,53,6,675,6,63,32000,"2","0032000"
2018,201801,1,1,65,1,100,8,81,35000,"1","0035000"
2018,201801,2,2,59,1,100,8,81,60000,"2","0060000"
2018,201801,1,1,75,1,100,7,71,31900,"1","0031900"
2018,201801,2,2,66,1,100,7,71,16700,"2","0016700"
2018,201801,1,2,48,6,600,11,114,103000,"2","0103000"
2018,201801,2,1,56,8,813,11,115,258000,"1","0258000"
2018,201801,3,1,17,8,813,5,50,400,"1","0000400"
2018,201801,4,2,15,8,813,5,50,2800,"2","0002800"
2018,201801,5,2,9,8,813,1,17,9999999,"2","BBBBBBB"
2018,201801,1,1,46,3,360,6,61,20000,"1","0020000"
2018,201801,2,2,41,3,360,6,65,37400,"2","0037400"
2018,201801,3,2,17,3,360,5,50,0,"2","0000000"
2018,201801,4,1,3,3,360,1,11,9999999,"1","BBBBBBB"
2018,201801,1,1,27,8,801,10,101,37000,"1","0037000"
2018,201801,2,2,28,7,700,10,101,37000,"2","0037000"
2018,201801,1,2,24,9,911,10,101,48000,"2","0048000"
2018,201801,2,2,25,4,400,10,101,12940,"2","0012940"
2018,201801,1,1,53,6,666,7,71,65000,"1","0065000"
2018,201801,2,2,43,1,100,10,101,45000,"2","0045000"
2018,201801,1,1,89,1,100,11,115,37200,"1","0037200"
2018,201801,2,2,65,1,100,8,81,4300,"2","0004300"
2018,201801,1,2,69,1,100,11,114,28500,"2","0028500"
2018,201801,2,1,73,1,100,6,63,30000,"1","0030000"
2018,201801,3,1,33,1,100,7,71,11100,"1","0011100"
2018,201801,1,1,34,1,100,8,81,70000,"1","0070000"
2018,201801,1,2,43,1,100,10,101,20,"2","0000020"
2018,201801,2,1,49,1,100,11,114,200000,"1","0200000"
2018,201801,3,1,5,1,100,0,2,9999999,"1","BBBBBBB"
2018,201801,1,1,52,6,600,10,101,7600,"1","0007600"
2018,201801,2,2,43,6,600,11,114,58000,"2","0058000"
2018,201801,3,1,10,6,600,1,17,9999999,"1","BBBBBBB"
2018,201801,4,2,4,6,600,0,2,9999999,"2","BBBBBBB"
2018,201801,5,2,65,6,600,6,63,0,"2","0000000"
2018,201801,1,1,40,1,100,7,71,230000,"1","0230000"
2018,201801,2,2,12,1,100,2,26,9999999,"2","BBBBBBB"
2018,201801,3,2,37,1,100,7,71,25000,"2","0025000"
2018,201801,1,2,67,1,100,1,14,16800,"2","0016800"
2018,201801,2,2,25,1,100,8,81,35300,"2","0035300"
2018,201801,3,2,2,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,4,2,1,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,1,30,1,100,7,71,2920,"1","0002920"
2018,201801,2,2,31,1,100,7,71,22620,"2","0022620"
2018,201801,3,2,11,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,4,1,4,1,100,0,2,9999999,"1","BBBBBBB"
2018,201801,5,2,12,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,6,2,10,1,100,1,16,9999999,"2","BBBBBBB"
2018,201801,1,2,58,1,100,6,65,42000,"2","0042000"
2018,201801,2,1,67,1,100,6,63,88000,"1","0088000"
2018,201801,1,2,24,1,100,6,63,36000,"2","0036000"
2018,201801,1,2,65,1,100,6,65,22200,"2","0022200"
2018,201801,2,1,61,1,100,8,81,0,"1","0000000"
2018,201801,1,2,40,2,200,8,81,35000,"2","0035000"
2018,201801,1,1,59,1,100,6,63,32000,"1","0032000"
2018,201801,2,2,62,1,100,6,63,450,"2","0000450"
2018,201801,1,2,65,1,100,10,101,35410,"2","0035410"
2018,201801,2,1,65,1,100,11,115,26800,"1","0026800"
2018,201801,1,2,84,1,100,10,101,12700,"2","0012700"
2018,201801,1,1,54,1,100,7,71,65000,"1","0065000"
2018,201801,2,2,56,1,100,6,63,13100,"2","0013100"
2018,201801,3,1,21,1,100,6,63,19600,"1","0019600"
2018,201801,4,1,27,1,100,6,63,800,"1","0000800"
2018,201801,1,1,42,6,610,11,114,188000,"1","0188000"
2018,201801,2,2,41,6,610,11,114,2000,"2","0002000"
2018,201801,3,1,5,6,610,1,11,9999999,"1","BBBBBBB"
2018,201801,1,1,34,1,100,11,116,26000,"1","0026000"
2018,201801,2,2,3,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,1,1,68,1,100,10,101,73000,"1","0073000"
2018,201801,2,2,61,1,100,10,101,148500,"2","0148500"
2018,201801,1,1,71,1,100,6,63,45200,"1","0045200"
2018,201801,1,2,78,1,100,6,63,11800,"2","0011800"
2018,201801,2,2,15,1,100,4,40,0,"2","0000000"
2018,201801,3,1,19,1,100,6,63,0,"1","0000000"
2018,201801,1,1,62,4,400,6,63,60000,"1","0060000"
2018,201801,2,2,40,4,400,6,61,0,"2","0000000"
2018,201801,3,1,12,4,400,2,23,9999999,"1","BBBBBBB"
2018,201801,4,2,9,4,400,1,15,9999999,"2","BBBBBBB"
2018,201801,1,2,80,1,100,6,65,7100,"2","0007100"
2018,201801,2,1,48,1,100,6,63,50000,"1","0050000"
2018,201801,3,1,7,1,100,1,14,9999999,"1","BBBBBBB"
2018,201801,4,2,41,1,100,6,65,48000,"2","0048000"
2018,201801,5,1,19,1,100,6,65,1000,"1","0001000"
2018,201801,1,2,32,6,620,10,101,20000,"2","0020000"
2018,201801,2,1,32,1,100,6,63,50000,"1","0050000"
2018,201801,3,2,4,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,4,1,2,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,1,88,1,100,11,114,69700,"1","0069700"
2018,201801,2,2,84,1,100,11,114,49300,"2","0049300"
2018,201801,3,2,55,1,100,10,101,26000,"2","0026000"
2018,201801,1,2,48,1,100,5,50,13500,"2","0013500"
2018,201801,1,1,75,1,100,11,116,89300,"1","0089300"
2018,201801,2,2,75,1,100,10,101,23300,"2","0023300"
2018,201801,1,1,75,1,100,11,114,78000,"1","0078000"
2018,201801,1,1,63,8,812,11,114,29000,"1","0029000"
2018,201801,2,2,65,1,100,6,63,0,"2","0000000"
2018,201801,1,2,60,1,100,7,71,75000,"2","0075000"
2018,201801,1,1,42,8,826,6,61,49000,"1","0049000"
2018,201801,2,2,43,7,700,2,23,0,"2","0000000"
2018,201801,3,1,24,7,700,11,114,5000,"1","0005000"
2018,201801,4,1,19,7,700,7,71,0,"1","0000000"
2018,201801,5,1,17,7,700,4,40,0,"1","0000000"
2018,201801,6,1,35,7,700,6,61,40000,"1","0040000"
2018,201801,1,1,72,1,100,10,101,373300,"1","0373300"
2018,201801,2,1,19,3,361,6,63,17000,"1","0017000"
2018,201801,3,2,76,1,100,11,115,56000,"2","0056000"
2018,201801,1,2,54,1,100,6,63,45000,"2","0045000"
2018,201801,2,1,55,1,100,6,63,1000,"1","0001000"
2018,201801,3,2,26,1,100,10,101,5000,"2","0005000"
2018,201801,1,1,65,1,100,6,63,4800,"1","0004800"
2018,201801,2,2,54,1,100,6,65,9100,"2","0009100"
2018,201801,1,1,76,1,100,7,71,117600,"1","0117600"
2018,201801,2,2,71,1,100,10,101,29200,"2","0029200"
2018,201801,1,1,37,7,700,6,63,54000,"1","0054000"
2018,201801,2,2,37,7,700,7,71,88000,"2","0088000"
2018,201801,1,1,59,1,100,6,64,46000,"1","0046000"
2018,201801,2,2,56,1,100,7,71,20000,"2","0020000"
2018,201801,3,1,26,1,100,10,101,16600,"1","0016600"
2018,201801,4,1,20,1,100,7,71,0,"1","0000000"
2018,201801,5,1,17,1,100,5,50,0,"1","0000000"
2018,201801,1,2,38,4,400,8,81,0,"2","0000000"
2018,201801,2,1,44,4,400,8,81,90000,"1","0090000"
2018,201801,3,2,12,4,400,2,23,9999999,"2","BBBBBBB"
2018,201801,4,1,10,4,400,1,17,9999999,"1","BBBBBBB"
2018,201801,1,1,29,1,100,7,71,0,"1","0000000"
2018,201801,1,2,65,1,100,8,81,34330,"2","0034330"
2018,201801,2,1,66,1,100,6,65,31190,"1","0031190"
2018,201801,1,1,54,1,100,6,61,11590,"1","0011590"
