"YEAR","SAMPLE","PERNUM","SEX","AGE","RACE","RACED","EDUC","EDUCD","INCTOT","US2018A_SEX","US2018A_PINCP"
2018,201801,1,2,62,1,100,7,71,17000,"2","0017000"
2018,201801,2,1,69,1,100,10,101,9600,"1","0009600"
2018,201801,1,1,65,1,100,10,101,125000,"1","0125000"
2018,201801,2,2,63,1,100,10,101,60000,"2","0060000"
2018,201801,3,2,27,1,100,11,114,18500,"2","0018500"
2018,201801,4,1,25,1,100,8,81,17000,"1","0017000"
2018,201801,1,1,71,1,100,11,114,46300,"1","0046300"
2018,201801,2,2,69,1,100,11,114,25600,"2","0025600"
2018,201801,1,2,61,1,100,10,101,75000,"2","0075000"
2018,201801,1,2,48,1,100,10,101,55000,"2","0055000"
2018,201801,2,1,58,1,100,7,71,37800,"1","0037800"
2018,201801,3,2,15,1,100,3,30,1700,"2","0001700"
2018,201801,4,2,12,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,1,2,88,1,100,6,64,14400,"2","0014400"
2018,201801,1,1,69,1,100,11,114,37900,"1","0037900"
2018,201801,2,2,69,1,100,11,114,34990,"2","0034990"
2018,201801,1,2,23,1,100,7,71,35400,"2","0035400"
2018,201801,2,1,26,1,100,8,81,37500,"1","0037500"
2018,201801,1,1,59,1,100,6,65,30000,"1","0030000"
2018,201801,2,2,63,1,100,6,65,33000,"2","0033000"
2018,201801,1,1,93,1,100,11,115,41400,"1","0041400"
2018,201801,2,2,70,1,100,11,115,48400,"2","0048400"
2018,201801,3,2,51,1,100,8,81,34800,"2","0034800"
2018,201801,1,1,64,1,100,11,114,205000,"1","0205000"
2018,201801,2,2,63,1,100,11,115,205000,"2","0205000"
2018,201801,1,1,55,1,100,11,114,-001300,"1","-001300"
2018,201801,2,2,52,1,100,8,81,4,"2","0000004"
2018,201801,1,2,79,1,100,10,101,97800,"2","0097800"
2018,201801,1,1,58,1,100,6,65,48000,"1","0048000"
2018,201801,2,1,30,1,100,7,71,48000,"1","0048000"
2018,201801,1,2,69,1,100,6,63,22200,"2","0022200"
2018,201801,1,1,35,1,100,11,114,57300,"1","0057300"
2018,201801,2,2,37,1,100,4,40,2600,"2","0002600"
2018,201801,3,2,6,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,4,2,0,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,2,41,1,100,6,63,4000,"2","0004000"
2018,201801,2,1,38,1,100,6,63,54000,"1","0054000"
2018,201801,3,2,15,1,100,2,26,0,"2","0000000"
2018,201801,4,2,13,1,100,2,23,9999999,"2","BBBBBBB"
2018,201801,5,1,11,1,100,1,15,9999999,"1","BBBBBBB"
2018,201801,6,2,63,1,100,6,63,20000,"2","0020000"
2018,201801,1,2,58,1,100,7,71,4500,"2","0004500"
2018,201801,2,1,57,1,100,5,50,18000,"1","0018000"
2018,201801,1,1,76,1,100,6,64,17900,"1","0017900"
2018,201801,2,2,76,1,100,6,64,7100,"2","0007100"
2018,201801,1,2,37,1,100,10,101,22800,"2","0022800"
2018,201801,2,1,1,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,3,1,41,1,100,7,71,50000,"1","0050000"
2018,201801,1,1,38,1,100,6,63,75000,"1","0075000"
2018,201801,2,2,14,1,100,2,26,9999999,"2","BBBBBBB"
2018,201801,3,1,9,1,100,1,16,9999999,"1","BBBBBBB"
2018,201801,4,2,38,1,100,10,101,40000,"2","0040000"
2018,201801,1,1,79,1,100,11,116,41000,"1","0041000"
2018,201801,2,2,59,1,100,6,65,0,"2","0000000"
2018,201801,1,1,80,1,100,3,30,9000,"1","0009000"
2018,201801,1,2,79,1,100,6,63,14900,"2","0014900"
2018,201801,1,2,51,1,100,6,65,14300,"2","0014300"
2018,201801,2,2,41,1,100,6,65,11100,"2","0011100"
2018,201801,1,2,77,1,100,8,81,36600,"2","0036600"
2018,201801,1,2,75,1,100,10,101,12820,"2","0012820"
2018,201801,2,1,81,1,100,6,65,17200,"1","0017200"
2018,201801,1,2,66,1,100,6,63,47000,"2","0047000"
2018,201801,2,1,65,1,100,10,101,47000,"1","0047000"
2018,201801,1,1,49,1,100,7,71,135000,"1","0135000"
2018,201801,2,2,52,1,100,6,63,65000,"2","0065000"
2018,201801,3,2,25,1,100,7,71,6400,"2","0006400"
2018,201801,4,2,19,1,100,6,63,9000,"2","0009000"
2018,201801,5,2,0,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,6,1,24,1,100,6,63,3000,"1","0003000"
2018,201801,1,2,65,1,100,10,101,71200,"2","0071200"
2018,201801,1,1,48,1,100,6,65,95000,"1","0095000"
2018,201801,2,2,40,1,100,6,64,38000,"2","0038000"
2018,201801,3,2,16,1,100,4,40,2000,"2","0002000"
2018,201801,1,2,53,2,200,7,71,0,"2","0000000"
2018,201801,1,2,71,2,200,7,71,0,"2","0000000"
2018,201801,1,1,50,2,200,4,40,2200,"1","0002200"
2018,201801,1,2,63,1,100,6,63,14200,"2","0014200"
2018,201801,1,2,21,2,200,7,71,640,"2","0000640"
2018,201801,1,2,22,2,200,7,71,500,"2","0000500"
2018,201801,1,1,69,2,200,7,71,22400,"1","0022400"
2018,201801,1,1,35,2,200,6,64,0,"1","0000000"
2018,201801,1,2,94,1,100,11,114,0,"2","0000000"
2018,201801,1,1,94,1,100,10,101,36000,"1","0036000"
2018,201801,1,1,19,6,640,6,65,4000,"1","0004000"
2018,201801,1,2,21,9,904,6,63,800,"2","0000800"
2018,201801,1,1,22,2,200,5,50,0,"1","0000000"
2018,201801,1,1,17,2,200,6,64,8000,"1","0008000"
2018,201801,1,2,77,2,200,7,71,19300,"2","0019300"
2018,201801,1,1,50,1,100,0,2,9000,"1","0009000"
2018,201801,1,2,21,1,100,6,63,2600,"2","0002600"
2018,201801,1,2,18,1,100,7,71,0,"2","0000000"
2018,201801,1,1,72,1,100,11,116,102500,"1","0102500"
2018,201801,2,2,65,1,100,10,101,8500,"2","0008500"
2018,201801,1,1,70,1,100,6,64,5600,"1","0005600"
2018,201801,1,1,40,1,100,8,81,58000,"1","0058000"
2018,201801,2,1,4,1,100,0,2,9999999,"1","BBBBBBB"
2018,201801,3,2,2,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,2,65,1,100,6,63,39300,"2","0039300"
2018,201801,2,1,65,1,100,7,71,29200,"1","0029200"
2018,201801,1,2,50,2,200,6,64,9600,"2","0009600"
2018,201801,1,2,55,1,100,7,71,65000,"2","0065000"
2018,201801,2,1,54,1,100,6,65,85000,"1","0085000"
2018,201801,3,2,23,1,100,8,81,40000,"2","0040000"
2018,201801,1,2,42,7,700,11,114,90000,"2","0090000"
2018,201801,2,1,16,2,200,3,30,0,"1","0000000"
2018,201801,1,2,40,1,100,8,81,38000,"2","0038000"
2018,201801,2,1,37,1,100,6,63,14000,"1","0014000"
2018,201801,3,2,16,1,100,4,40,0,"2","0000000"
2018,201801,1,1,47,1,100,10,101,107000,"1","0107000"
2018,201801,2,2,47,1,100,11,114,85700,"2","0085700"
2018,201801,3,1,18,1,100,6,63,0,"1","0000000"
2018,201801,4,1,16,1,100,4,40,0,"1","0000000"
2018,201801,1,1,58,1,100,7,71,0,"1","0000000"
2018,201801,2,2,51,1,100,7,71,34000,"2","0034000"
2018,201801,1,1,31,1,100,6,64,15000,"1","0015000"
2018,201801,2,2,30,9,974,4,40,26000,"2","0026000"
2018,201801,3,1,13,9,905,2,25,9999999,"1","BBBBBBB"
2018,201801,4,1,11,9,905,1,17,9999999,"1","BBBBBBB"
2018,201801,5,1,10,9,905,1,16,9999999,"1","BBBBBBB"
2018,201801,6,2,8,9,905,1,15,9999999,"2","BBBBBBB"
2018,201801,1,2,65,1,100,6,64,8600,"2","0008600"
2018,201801,2,1,82,1,100,6,63,28300,"1","0028300"
2018,201801,3,2,36,1,100,6,63,19000,"2","0019000"
2018,201801,4,2,18,1,100,0,2,9000,"2","0009000"
2018,201801,5,2,15,1,100,4,40,0,"2","0000000"
2018,201801,6,1,11,1,100,1,17,9999999,"1","BBBBBBB"
2018,201801,7,2,5,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,8,1,37,1,100,6,63,5000,"1","0005000"
2018,201801,1,1,24,1,100,6,65,57000,"1","0057000"
2018,201801,2,2,24,1,100,7,71,35000,"2","0035000"
2018,201801,1,2,59,1,100,7,71,100000,"2","0100000"
2018,201801,2,1,57,1,100,6,63,65000,"1","0065000"
2018,201801,3,1,28,1,100,6,65,35000,"1","0035000"
2018,201801,1,1,84,1,100,2,22,1800,"1","0001800"
2018,201801,1,2,75,2,200,6,63,29100,"2","0029100"
2018,201801,1,2,46,1,100,11,114,0,"2","0000000"
2018,201801,2,1,46,1,100,11,114,165020,"1","0165020"
2018,201801,3,2,14,1,100,2,26,9999999,"2","BBBBBBB"
2018,201801,4,1,10,1,100,2,22,9999999,"1","BBBBBBB"
2018,201801,1,1,67,2,200,6,64,20000,"1","0020000"
2018,201801,2,2,66,2,200,6,61,0,"2","0000000"
2018,201801,3,2,48,2,200,6,65,21000,"2","0021000"
2018,201801,4,1,15,2,200,4,40,0,"1","0000000"
2018,201801,1,1,72,1,100,6,63,16030,"1","0016030"
2018,201801,2,2,73,1,100,6,63,23590,"2","0023590"
2018,201801,1,1,64,1,100,8,81,34600,"1","0034600"
2018,201801,2,2,66,1,100,10,101,3800,"2","0003800"
2018,201801,1,1,46,1,100,6,64,103000,"1","0103000"
2018,201801,2,2,43,1,100,6,63,30000,"2","0030000"
2018,201801,3,2,24,1,100,6,64,32000,"2","0032000"
2018,201801,4,1,18,1,100,5,50,0,"1","0000000"
2018,201801,1,2,61,1,100,6,65,100000,"2","0100000"
2018,201801,2,2,29,1,100,6,61,3800,"2","0003800"
2018,201801,1,1,71,2,200,8,81,51300,"1","0051300"
2018,201801,1,1,47,6,643,6,64,18900,"1","0018900"
2018,201801,2,2,49,6,643,6,64,22400,"2","0022400"
2018,201801,3,1,14,6,643,2,26,9999999,"1","BBBBBBB"
2018,201801,1,1,46,2,200,7,71,52000,"1","0052000"
2018,201801,1,2,30,2,200,10,101,31200,"2","0031200"
2018,201801,1,1,46,1,100,10,101,25000,"1","0025000"
2018,201801,2,2,41,1,100,7,71,25000,"2","0025000"
2018,201801,3,2,12,1,100,2,23,9999999,"2","BBBBBBB"
2018,201801,1,2,82,1,100,7,71,21000,"2","0021000"
2018,201801,1,1,77,1,100,10,101,32500,"1","0032500"
2018,201801,2,2,75,1,100,7,71,9500,"2","0009500"
2018,201801,1,1,48,1,100,6,64,60000,"1","0060000"
2018,201801,2,2,41,1,100,10,101,105000,"2","0105000"
2018,201801,3,1,5,1,100,1,11,9999999,"1","BBBBBBB"
2018,201801,4,1,5,1,100,1,11,9999999,"1","BBBBBBB"
2018,201801,1,2,76,1,100,6,63,24000,"2","0024000"
2018,201801,1,2,82,1,100,6,63,21100,"2","0021100"
2018,201801,1,1,47,1,100,7,71,70000,"1","0070000"
2018,201801,2,2,32,1,100,11,114,75000,"2","0075000"
2018,201801,1,1,80,1,100,10,101,5700,"1","0005700"
2018,201801,2,2,80,1,100,10,101,25170,"2","0025170"
2018,201801,1,1,63,2,200,11,114,125000,"1","0125000"
2018,201801,2,2,62,1,100,11,115,200000,"2","0200000"
2018,201801,1,2,30,2,200,6,63,35400,"2","0035400"
2018,201801,2,1,7,2,200,1,14,9999999,"1","BBBBBBB"
2018,201801,1,1,62,6,600,10,101,95000,"1","0095000"
2018,201801,2,2,68,6,600,8,81,17100,"2","0017100"
2018,201801,3,1,31,6,600,7,71,30000,"1","0030000"
2018,201801,4,1,89,6,600,6,63,7870,"1","0007870"
2018,201801,1,2,25,6,669,10,101,35000,"2","0035000"
2018,201801,1,2,39,1,100,11,114,62000,"2","0062000"
2018,201801,1,2,41,1,100,10,101,70000,"2","0070000"
2018,201801,2,1,35,1,100,10,101,30000,"1","0030000"
2018,201801,3,2,6,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,4,1,2,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,2,68,2,200,11,114,26000,"2","0026000"
2018,201801,1,1,15,7,700,4,40,0,"1","0000000"
2018,201801,2,2,44,7,700,6,61,37000,"2","0037000"
2018,201801,3,1,51,7,700,6,63,44000,"1","0044000"
2018,201801,4,2,25,7,700,8,81,22000,"2","0022000"
2018,201801,5,1,25,2,200,7,71,42000,"1","0042000"
2018,201801,1,2,42,2,200,11,115,175000,"2","0175000"
2018,201801,1,2,66,1,100,11,114,4500,"2","0004500"
2018,201801,1,2,65,2,200,8,81,61000,"2","0061000"
2018,201801,2,1,28,2,200,10,101,8000,"1","0008000"
2018,201801,3,2,27,2,200,10,101,13000,"2","0013000"
2018,201801,1,2,30,2,200,10,101,54000,"2","0054000"
2018,201801,2,2,27,2,200,8,81,1000,"2","0001000"
2018,201801,1,1,38,1,100,10,101,180000,"1","0180000"
2018,201801,2,2,38,1,100,11,114,0,"2","0000000"
2018,201801,3,2,6,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,4,2,4,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,5,2,4,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,1,1,55,1,100,7,71,138100,"1","0138100"
2018,201801,2,2,53,6,680,7,71,35000,"2","0035000"
2018,201801,1,2,61,1,100,10,101,26400,"2","0026400"
2018,201801,2,1,61,1,100,10,101,125000,"1","0125000"
2018,201801,3,1,23,1,100,8,81,10000,"1","0010000"
2018,201801,1,2,80,1,100,6,63,36400,"2","0036400"
2018,201801,2,2,52,1,100,11,114,5000,"2","0005000"
2018,201801,1,1,39,2,200,8,81,66000,"1","0066000"
2018,201801,2,2,32,2,200,10,101,0,"2","0000000"
2018,201801,3,1,3,2,200,0,2,9999999,"1","BBBBBBB"
2018,201801,4,2,1,2,200,0,1,9999999,"2","BBBBBBB"
2018,201801,1,1,52,1,100,11,115,288000,"1","0288000"
2018,201801,2,2,53,1,100,11,114,3500,"2","0003500"
2018,201801,3,1,17,1,100,5,50,30000,"1","0030000"
2018,201801,1,1,56,1,100,6,65,60050,"1","0060050"
2018,201801,2,2,51,1,100,7,71,115000,"2","0115000"
2018,201801,3,1,22,1,100,10,101,70000,"1","0070000"
2018,201801,4,1,17,1,100,5,50,0,"1","0000000"
2018,201801,1,2,62,1,100,8,81,94000,"2","0094000"
2018,201801,2,1,54,1,100,2,25,8800,"1","0008800"
2018,201801,3,1,27,1,100,6,64,0,"1","0000000"
2018,201801,4,1,14,8,830,2,25,9999999,"1","BBBBBBB"
2018,201801,1,1,41,1,100,11,116,12900,"1","0012900"
2018,201801,2,2,40,1,100,6,63,0,"2","0000000"
2018,201801,3,2,17,1,100,4,40,0,"2","0000000"
2018,201801,4,1,14,1,100,2,25,9999999,"1","BBBBBBB"
2018,201801,5,2,7,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,1,1,23,1,100,7,71,50000,"1","0050000"
2018,201801,2,1,22,6,640,7,71,0,"1","0000000"
2018,201801,3,1,20,6,643,7,71,0,"1","0000000"
2018,201801,1,1,54,2,200,6,61,115000,"1","0115000"
2018,201801,1,2,31,1,100,10,101,70500,"2","0070500"
2018,201801,2,1,43,2,200,6,63,3100,"1","0003100"
2018,201801,1,1,29,1,100,7,71,96000,"1","0096000"
2018,201801,2,2,28,1,100,10,101,35000,"2","0035000"
2018,201801,1,1,63,2,200,11,114,76200,"1","0076200"
2018,201801,1,2,45,1,100,10,101,40000,"2","0040000"
2018,201801,2,1,46,1,100,10,101,225000,"1","0225000"
2018,201801,3,2,17,1,100,5,50,0,"2","0000000"
2018,201801,4,1,14,1,100,2,26,9999999,"1","BBBBBBB"
2018,201801,5,2,11,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,1,1,54,1,100,6,63,80000,"1","0080000"
2018,201801,2,2,54,1,100,6,63,25000,"2","0025000"
2018,201801,3,1,23,1,100,6,63,15000,"1","0015000"
2018,201801,1,1,42,2,200,10,101,72150,"1","0072150"
2018,201801,2,2,42,2,200,11,114,83700,"2","0083700"
2018,201801,3,2,17,2,200,5,50,1500,"2","0001500"
2018,201801,4,1,15,2,200,3,30,0,"1","0000000"
2018,201801,5,2,10,2,200,1,17,9999999,"2","BBBBBBB"
2018,201801,1,2,77,1,100,10,101,33400,"2","0033400"
2018,201801,2,1,87,1,100,10,101,20500,"1","0020500"
2018,201801,1,2,51,1,100,10,101,116600,"2","0116600"
2018,201801,2,1,59,1,100,10,101,202000,"1","0202000"
2018,201801,3,2,24,1,100,10,101,1300,"2","0001300"
2018,201801,4,1,17,1,100,5,50,2600,"1","0002600"
2018,201801,1,2,65,1,100,8,81,79800,"2","0079800"
2018,201801,2,1,67,1,100,6,65,9700,"1","0009700"
2018,201801,1,2,74,1,100,11,115,11550,"2","0011550"
2018,201801,1,1,43,2,200,8,81,79000,"1","0079000"
2018,201801,2,2,49,2,200,8,81,0,"2","0000000"
2018,201801,3,2,8,2,200,1,16,9999999,"2","BBBBBBB"
2018,201801,4,2,7,2,200,1,14,9999999,"2","BBBBBBB"
2018,201801,1,2,63,1,100,8,81,63300,"2","0063300"
2018,201801,1,1,52,1,100,6,63,120000,"1","0120000"
2018,201801,2,2,49,1,100,8,81,54000,"2","0054000"
2018,201801,3,1,14,1,100,3,30,9999999,"1","BBBBBBB"
2018,201801,4,2,10,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,1,2,81,2,200,11,114,26400,"2","0026400"
2018,201801,1,1,60,1,100,8,81,39300,"1","0039300"
2018,201801,2,2,61,2,200,10,101,41500,"2","0041500"
2018,201801,3,1,23,8,801,6,64,45400,"1","0045400"
2018,201801,1,1,63,1,100,6,63,65000,"1","0065000"
2018,201801,2,2,52,1,100,6,64,65000,"2","0065000"
2018,201801,1,2,71,1,100,8,81,23900,"2","0023900"
2018,201801,1,2,57,1,100,11,114,326800,"2","0326800"
2018,201801,1,2,33,2,200,10,101,135000,"2","0135000"
2018,201801,2,1,34,2,200,7,71,35000,"1","0035000"
2018,201801,1,2,87,1,100,6,63,29000,"2","0029000"
2018,201801,1,2,53,1,100,6,65,46000,"2","0046000"
2018,201801,1,2,44,1,100,6,65,52000,"2","0052000"
2018,201801,2,1,56,1,100,6,64,80000,"1","0080000"
2018,201801,3,2,16,1,100,4,40,800,"2","0000800"
2018,201801,4,2,12,1,100,2,23,9999999,"2","BBBBBBB"
2018,201801,5,1,84,1,100,2,22,20400,"1","0020400"
2018,201801,1,1,42,2,200,11,115,100000,"1","0100000"
2018,201801,2,2,40,2,200,11,115,8000,"2","0008000"
2018,201801,3,2,10,2,200,2,22,9999999,"2","BBBBBBB"
2018,201801,4,1,5,2,200,1,12,9999999,"1","BBBBBBB"
2018,201801,1,2,35,1,100,11,114,12000,"2","0012000"
2018,201801,2,1,32,1,100,10,101,90000,"1","0090000"
2018,201801,3,2,1,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,2,62,1,100,6,63,1300,"2","0001300"
2018,201801,2,1,61,1,100,6,63,22200,"1","0022200"
2018,201801,1,2,40,2,200,7,71,24000,"2","0024000"
2018,201801,2,2,13,2,200,2,22,9999999,"2","BBBBBBB"
2018,201801,3,1,10,2,200,1,17,9999999,"1","BBBBBBB"
2018,201801,1,2,80,2,200,0,2,16600,"2","0016600"
2018,201801,2,1,58,2,200,6,63,0,"1","0000000"
2018,201801,3,1,57,2,200,6,63,54000,"1","0054000"
2018,201801,4,1,53,2,200,5,50,8900,"1","0008900"
2018,201801,1,2,52,2,200,6,61,20000,"2","0020000"
2018,201801,2,2,23,2,200,8,81,14000,"2","0014000"
2018,201801,1,1,70,1,100,8,81,59600,"1","0059600"
2018,201801,2,2,67,1,100,6,63,15800,"2","0015800"
2018,201801,3,1,44,1,100,6,63,30000,"1","0030000"
2018,201801,4,2,11,1,100,2,22,9999999,"2","BBBBBBB"
2018,201801,5,2,10,1,100,1,15,9999999,"2","BBBBBBB"
2018,201801,6,1,6,1,100,1,14,9999999,"1","BBBBBBB"
2018,201801,7,2,29,1,100,6,63,0,"2","0000000"
2018,201801,1,1,61,1,100,11,116,303000,"1","0303000"
2018,201801,2,2,57,6,640,11,116,509000,"2","0509000"
2018,201801,1,2,70,2,200,10,101,150600,"2","0150600"
2018,201801,1,1,58,1,100,10,101,512000,"1","0512000"
2018,201801,2,2,56,1,100,10,101,21000,"2","0021000"
2018,201801,1,1,40,1,100,11,114,130000,"1","0130000"
2018,201801,2,2,34,1,100,11,114,5000,"2","0005000"
2018,201801,3,2,5,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,4,2,3,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,1,1,59,1,100,6,63,50000,"1","0050000"
2018,201801,1,1,27,6,610,7,71,20400,"1","0020400"
2018,201801,2,2,23,6,610,11,114,36000,"2","0036000"
2018,201801,3,1,0,6,610,0,1,9999999,"1","BBBBBBB"
2018,201801,4,2,32,6,610,11,114,38200,"2","0038200"
2018,201801,5,1,64,6,610,0,2,100000,"1","0100000"
2018,201801,6,2,58,6,610,11,115,60000,"2","0060000"
2018,201801,7,1,31,6,610,6,63,12000,"1","0012000"
2018,201801,8,1,9,6,610,1,16,9999999,"1","BBBBBBB"
2018,201801,9,2,7,6,610,1,12,9999999,"2","BBBBBBB"
2018,201801,10,1,3,6,610,1,11,9999999,"1","BBBBBBB"
2018,201801,1,1,44,2,200,7,71,64000,"1","0064000"
2018,201801,2,2,41,2,200,10,101,65000,"2","0065000"
2018,201801,3,1,17,2,200,5,50,0,"1","0000000"
2018,201801,4,1,16,2,200,3,30,0,"1","0000000"
2018,201801,5,1,14,2,200,2,25,9999999,"1","BBBBBBB"
2018,201801,1,2,35,2,200,11,114,52000,"2","0052000"
2018,201801,2,1,5,2,200,1,11,9999999,"1","BBBBBBB"
2018,201801,3,2,38,2,200,6,65,36000,"2","0036000"
2018,201801,1,2,58,1,100,7,71,38800,"2","0038800"
2018,201801,1,1,69,1,100,10,101,78100,"1","0078100"
2018,201801,2,2,69,1,100,8,81,7400,"2","0007400"
2018,201801,1,1,44,2,200,6,64,24000,"1","0024000"
2018,201801,1,2,70,2,200,6,65,63500,"2","0063500"
2018,201801,2,1,46,2,200,6,65,60000,"1","0060000"
2018,201801,3,2,47,8,801,8,81,50000,"2","0050000"
2018,201801,1,2,29,1,100,11,114,75000,"2","0075000"
2018,201801,2,2,30,1,100,11,115,55160,"2","0055160"
2018,201801,1,1,82,1,100,10,101,115000,"1","0115000"
2018,201801,2,2,61,1,100,11,114,80000,"2","0080000"
2018,201801,1,2,29,1,100,4,40,22100,"2","0022100"
2018,201801,2,2,5,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,3,2,0,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,4,1,0,1,100,0,1,9999999,"1","BBBBBBB"
2018,201801,1,1,50,1,100,10,101,30000,"1","0030000"
2018,201801,2,2,71,1,100,6,63,13200,"2","0013200"
2018,201801,3,2,49,1,100,8,81,29000,"2","0029000"
2018,201801,1,1,60,2,200,10,101,81000,"1","0081000"
2018,201801,2,2,60,2,200,8,81,70000,"2","0070000"
2018,201801,3,1,35,2,200,7,71,50000,"1","0050000"
2018,201801,4,2,30,2,200,10,101,52000,"2","0052000"
2018,201801,5,1,5,7,700,1,12,9999999,"1","BBBBBBB"
2018,201801,1,1,63,2,200,11,114,150700,"1","0150700"
2018,201801,2,2,62,2,200,10,101,28000,"2","0028000"
2018,201801,1,2,46,2,200,11,114,86000,"2","0086000"
2018,201801,2,1,16,2,200,3,30,0,"1","0000000"
2018,201801,1,1,51,1,100,6,65,131200,"1","0131200"
2018,201801,2,2,49,1,100,8,81,502000,"2","0502000"
2018,201801,3,1,20,1,100,6,63,10100,"1","0010100"
2018,201801,4,1,19,1,100,6,63,0,"1","0000000"
2018,201801,1,1,69,1,100,6,61,13300,"1","0013300"
2018,201801,2,2,54,1,100,6,65,1200,"2","0001200"
2018,201801,1,1,72,1,100,6,63,54800,"1","0054800"
2018,201801,2,2,68,1,100,6,63,38700,"2","0038700"
2018,201801,1,2,29,1,100,8,81,12600,"2","0012600"
2018,201801,2,1,28,1,100,7,71,35000,"1","0035000"
2018,201801,3,1,6,1,100,1,12,9999999,"1","BBBBBBB"
2018,201801,4,2,1,1,100,0,1,9999999,"2","BBBBBBB"
2018,201801,1,2,68,1,100,6,63,14800,"2","0014800"
2018,201801,2,1,51,1,100,6,63,35000,"1","0035000"
2018,201801,3,2,33,1,100,7,71,35700,"2","0035700"
2018,201801,4,2,12,8,801,2,23,9999999,"2","BBBBBBB"
2018,201801,1,1,74,1,100,11,114,11900,"1","0011900"
2018,201801,2,2,72,1,100,11,115,25200,"2","0025200"
2018,201801,1,1,35,1,100,6,65,15000,"1","0015000"
2018,201801,2,2,31,1,100,8,81,0,"2","0000000"
2018,201801,3,2,11,1,100,1,17,9999999,"2","BBBBBBB"
2018,201801,1,2,89,2,200,10,101,-002000,"2","-002000"
2018,201801,1,1,38,1,100,10,101,78600,"1","0078600"
2018,201801,2,2,40,6,600,11,115,70000,"2","0070000"
2018,201801,1,2,78,1,100,6,63,11600,"2","0011600"
2018,201801,1,2,72,2,200,6,65,17100,"2","0017100"
2018,201801,1,1,64,1,100,6,65,84000,"1","0084000"
2018,201801,2,2,60,1,100,7,71,28000,"2","0028000"
2018,201801,1,1,60,2,200,4,40,38300,"1","0038300"
2018,201801,2,2,67,2,200,6,63,3000,"2","0003000"
2018,201801,1,2,34,2,200,6,63,10800,"2","0010800"
2018,201801,2,1,13,2,200,2,25,9999999,"1","BBBBBBB"
2018,201801,3,2,7,2,200,1,14,9999999,"2","BBBBBBB"
2018,201801,1,1,54,1,100,6,63,60000,"1","0060000"
2018,201801,1,2,94,1,100,6,63,3200,"2","0003200"
2018,201801,1,2,76,2,200,6,63,20000,"2","0020000"
2018,201801,2,1,80,2,200,6,63,3500,"1","0003500"
2018,201801,1,2,37,1,100,6,65,59000,"2","0059000"
2018,201801,2,2,18,2,200,6,63,3000,"2","0003000"
2018,201801,3,2,5,2,200,1,11,9999999,"2","BBBBBBB"
2018,201801,4,2,5,2,200,1,11,9999999,"2","BBBBBBB"
2018,201801,5,2,5,2,200,1,11,9999999,"2","BBBBBBB"
2018,201801,1,2,62,1,100,6,61,129200,"2","0129200"
2018,201801,2,1,69,1,100,3,30,67200,"1","0067200"
2018,201801,1,1,30,1,100,6,63,46000,"1","0046000"
2018,201801,2,2,4,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,1,1,71,1,100,6,65,29600,"1","0029600"
2018,201801,2,2,65,1,100,6,63,0,"2","0000000"
2018,201801,1,2,31,1,100,11,115,114000,"2","0114000"
2018,201801,2,1,33,1,100,11,114,50000,"1","0050000"
2018,201801,3,2,6,1,100,1,12,9999999,"2","BBBBBBB"
2018,201801,4,2,4,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,1,1,56,9,904,8,81,109000,"1","0109000"
2018,201801,2,2,49,2,200,6,63,79000,"2","0079000"
2018,201801,3,1,15,9,904,4,40,0,"1","0000000"
2018,201801,1,2,35,1,100,11,115,105000,"2","0105000"
2018,201801,2,1,36,1,100,10,101,71000,"1","0071000"
2018,201801,3,2,60,1,100,11,115,52000,"2","0052000"
2018,201801,1,1,79,1,100,11,115,278900,"1","0278900"
2018,201801,2,2,77,1,100,11,114,100600,"2","0100600"
2018,201801,1,1,44,1,100,4,40,48000,"1","0048000"
2018,201801,2,2,37,1,100,6,63,0,"2","0000000"
2018,201801,3,2,10,1,100,1,16,9999999,"2","BBBBBBB"
2018,201801,4,2,6,1,100,1,11,9999999,"2","BBBBBBB"
2018,201801,5,2,4,1,100,0,2,9999999,"2","BBBBBBB"
2018,201801,1,2,38,1,100,11,114,68000,"2","0068000"
2018,201801,2,1,37,1,100,7,71,75000,"1","0075000"
